ID,slug,name,short_description,long_description,seo_description,base_spirit,category_primary,categories_all,tags,image_url,image_alt,glassware,garnish,technique,difficulty,flavor_strength,flavor_sweetness,flavor_tartness,flavor_bitterness,flavor_aroma,flavor_texture,notes,fun_fact,fun_fact_source,metadata_json,ingredients,instructions
mw_review_001_011,brooklyn,Brooklyn,"A dry rye cocktail with dry vermouth, Amer Picon, and maraschino.","The Brooklyn sits beside the Manhattan as a drier, more aromatic rye cocktail. Dry vermouth replaces sweet vermouth, Amer Picon contributes bitter orange depth, and maraschino adds a light cherry note. Stirred and served up, it is leaner and more bitter than a Manhattan. Early twentieth-century New York manuals established the drink among the borough cocktails.","Stir a Brooklyn with rye whiskey, dry vermouth, Amer Picon, and maraschino for a classic dry rye cocktail.",Rye,Spirit-Forward,classic|spirit-forward|manhattan-family|new-york,rye|dry-vermouth|amer-picon|maraschino|stirred,,"Brooklyn served in a chilled coupe, amber in color, garnished with a brandied cherry.",Coupe,brandied cherry,Stir,Intermediate,8,2,1,6,8,6,Amer Picon is scarce in the U.S.; Torani Amer or a measured amaro-orange blend is a common substitute. Keep maraschino light.,"The Brooklyn appears in early twentieth-century New York cocktail lists as a dry counterpart to the Manhattan, typically using Amer Picon and maraschino.","Jack’s Manual and related early New York cocktail sources; David Wondrich, Imbibe!",{},2 oz rye whiskey|0.75 oz dry vermouth|0.25 oz Amer Picon|0.25 oz maraschino liqueur,"1. Add rye, dry vermouth, Amer Picon, and maraschino to a mixing glass with ice. 2. Stir until well chilled. 3. Strain into a chilled coupe. 4. Garnish with a brandied cherry."
mw_review_001_012,bramble,Bramble,A modern gin sour served over crushed ice with a crème de mûre drizzle.,"The Bramble is a gin-lemon-sugar sour finished with blackberry liqueur over crushed ice. Gin and citrus stay bright underneath, while crème de mûre bleeds through the ice for fruit sweetness and color. Built as a shaken sour then assembled over pebble or crushed ice, it is refreshing and distinctly 1980s London in origin. Dick Bradsell created the drink at Fred’s Club.","Shake a Bramble with gin, lemon, sugar, and crème de mûre for a modern blackberry gin sour.",Gin,Sour,modern-classic|sour|gin|berry,gin|lemon|blackberry|crème-de-mûre|crushed-ice,,"Bramble served over crushed ice in a rocks glass, pale with a dark berry drizzle, garnished with blackberry and lemon.",Rocks glass,fresh blackberry|lemon slice,Shake,Easy,5,5,6,1,6,5,Drizzle the crème de mûre after shaking so it streaks through the ice. Crushed ice is part of the drink’s identity.,"Dick Bradsell created the Bramble in London in the 1980s, helping define the modern British gin-sour revival.",Dick Bradsell cocktail histories; Difford’s Guide summaries,{},2 oz gin|1 oz fresh lemon juice|0.5 oz simple syrup|0.5 oz crème de mûre,"1. Shake gin, lemon juice, and simple syrup with ice. 2. Strain into a rocks glass filled with crushed ice. 3. Drizzle crème de mûre over the top. 4. Garnish with a blackberry and lemon slice."
mw_review_001_013,caipirinha,Caipirinha,Brazil’s national cocktail of cachaça muddled with lime and sugar over ice.,"The Caipirinha is a built muddled sour that depends on ripe lime, sugar, and cachaça rather than measured citrus juice alone. Muddling the lime releases oils from the peel as well as juice, giving the drink a sharper aromatic edge than a shaken daiquiri-style sour. Served over ice in the glass it is built in, it is rustic, bright, and spirit-forward. It is widely treated as Brazil’s national cocktail.","Build a Caipirinha with cachaça, lime, and sugar for Brazil’s classic muddled cocktail.",Cachaça,Sour,classic|sour|brazilian|muddled,cachaça|lime|sugar|built|muddled,,Caipirinha served in a rocks glass over ice with muddled lime wedges.,Rocks glass,lime wedge,Build,Easy,7,4,7,1,7,5,"Muddle firmly enough to release juice and oils without shredding the lime into bitterness. Use true cachaça, not white rum.",The Caipirinha is recognized as Brazil’s national cocktail and is defined by cachaça muddled with lime and sugar rather than a shaken juice sour.,IBA cocktail listings; Brazilian spirits histories,{},2 oz cachaça|1 lime cut into wedges|2 tsp granulated sugar,1. Add lime wedges and sugar to a rocks glass and muddle to extract juice and oils. 2. Fill the glass with ice. 3. Add cachaça. 4. Stir briefly to combine and serve.
mw_review_001_014,pisco-sour,Pisco Sour,"A South American pisco sour with lemon or lime, syrup, egg white, and bitters.","The Pisco Sour emulsifies pisco, citrus, sugar, and egg white into a silky shaken sour with a dense foam cap. Pisco’s grape character stays clear under bright acidity, while bitters dotted on the foam add aroma more than bitterness. Served up, it is one of the core egg-white sours in the international canon. Peru and Chile both claim versions; the Lima bar tradition associated with the Morris Bar is especially influential.","Shake a Pisco Sour with pisco, citrus, simple syrup, and egg white for a classic South American sour.",Pisco,Sour,classic|sour|egg-white|south-american,pisco|lemon|egg-white|bitters|shaken,,Pisco Sour served in a chilled coupe with a dense white foam and Angostura dots.,Coupe,Angostura bitters dots,Shake,Intermediate,6,4,6,2,7,8,"Dry-shake first for foam, then shake with ice. Peruvian style often uses lime; many U.S. bars use lemon. Either is acceptable if labeled consistently.","The modern Pisco Sour is closely associated with early twentieth-century Lima, especially the Morris Bar tradition popularized by bartender Victor Morris’s circle.",Peruvian cocktail histories; IBA Pisco Sour notes,{},2 oz pisco|1 oz fresh lemon juice|0.75 oz simple syrup|1 egg white|3 dashes Angostura bitters,"1. Dry-shake pisco, lemon juice, simple syrup, and egg white without ice. 2. Add ice and shake again until cold. 3. Fine-strain into a chilled coupe. 4. Dot Angostura bitters on the foam."
mw_review_001_015,vesper-martini,Vesper,"A shaken Martini variation of gin, vodka, and Lillet Blanc from Casino Royale.","The Vesper combines gin and vodka with Lillet Blanc instead of dry vermouth, then is shaken and served up with a lemon peel. Gin carries the botanical frame, vodka lightens texture, and Lillet adds winey citrus bitterness distinct from vermouth. The formula is literary in origin and more aromatic than an extra-dry Martini. Ian Fleming published the recipe in Casino Royale in 1953.","Shake a Vesper with gin, vodka, and Lillet Blanc for the classic Casino Royale Martini variation.",Gin,Spirit-Forward,classic|spirit-forward|martini-family|literary,gin|vodka|lillet|shaken|martini,,"Vesper served in a chilled cocktail glass, clear and pale, garnished with a large lemon peel.",Cocktail glass,lemon peel,Shake,Easy,9,2,1,3,7,7,"Lillet Blanc replaced Kina Lillet after reformulation; Cocchi Americano is a common more bitter alternative. Shake as specified, then serve immediately.","Ian Fleming introduced the Vesper in Casino Royale (1953), specifying gin, vodka, and Kina Lillet shaken and finished with a lemon peel.","Ian Fleming, Casino Royale (1953)",{},3 oz gin|1 oz vodka|0.5 oz Lillet Blanc,"1. Add gin, vodka, and Lillet Blanc to a shaker with ice. 2. Shake until very cold. 3. Strain into a chilled cocktail glass. 4. Garnish with a large lemon peel."
mw_review_001_016,zombie,Zombie,"A strong multi-rum tiki sour with citrus, falernum, grenadine, and absinthe.","The Zombie is a high-powered tiki drink built on more than one rum, sharpened with citrus, and seasoned with falernum, grenadine, and absinthe. Light and dark rums create depth, lime and grapefruit keep the drink from collapsing into sweetness, and the spice accents give it a medicinal aromatic edge. Served tall over crushed ice, it is intentionally potent. Donn Beach created the original at Don the Beachcomber in the 1930s.","Build a Zombie with blended rums, citrus, falernum, and absinthe for a classic Donn Beach tiki cocktail.",Rum,Tiki,classic|tiki|rum|strong,rum|falernum|lime|grapefruit|absinthe|tiki,,"Zombie served in a tall tiki or chimney glass over crushed ice, garnished with mint.",Highball glass,mint sprig,Shake,Advanced,9,5,6,2,8,5,"This is a modern serviceable build, not a claim to Donn Beach’s secret original. Limit to one serving; the drink is designed to be strong.",Donn Beach created the Zombie at Don the Beachcomber in the 1930s; the original formula was closely guarded and later reconstructed by tiki historians.,"Jeff Berry, Sippin’ Safari; Don the Beachcomber histories",{},1 oz white rum|1 oz gold rum|1 oz dark rum|0.75 oz fresh lime juice|0.75 oz fresh grapefruit juice|0.5 oz falernum|0.25 oz grenadine|1 dash absinthe|2 dashes Angostura bitters,1. Add all ingredients to a shaker with ice. 2. Shake until well chilled. 3. Strain into a tall glass filled with crushed ice. 4. Garnish with a mint sprig.
mw_review_001_017,hot-toddy,Hot Toddy,"A hot whiskey drink with honey, lemon, and hot water, optionally seasoned with bitters or spice.","The Hot Toddy is a hot built drink rather than a cold cocktail template, combining whiskey, honey, lemon, and hot water. Whiskey provides warmth and body, honey sweetens and softens, and lemon keeps the finish from tasting flat. Served in a warmed mug, it is simple, restorative, and highly adjustable. Versions appear across British and American drink traditions under related toddy names.","Build a Hot Toddy with whiskey, honey, lemon, and hot water for a classic warm whiskey drink.",Whiskey,Hot,classic|hot|whiskey|restorative,whiskey|honey|lemon|hot|built,,"Hot Toddy served in a warmed mug, amber in color, garnished with a lemon wheel.",Mug,lemon wheel|optional clove,Build,Easy,6,5,4,1,6,5,"Warm the mug first. Add hot water last and stir to dissolve honey fully. Bourbon, rye, or Scotch all work; choose based on desired spice or smoke.","Toddy-style hot spirits drinks appear in British and American sources long before the cocktail age, later settling into the familiar whiskey-honey-lemon mug format.",Historical toddy references in British and American drink writing,{},2 oz whiskey|0.75 oz honey|0.5 oz fresh lemon juice|4 oz hot water|2 dashes Angostura bitters (optional),"1. Warm a mug with hot water and discard. 2. Add whiskey, honey, lemon juice, and optional bitters. 3. Top with hot water and stir until honey dissolves. 4. Garnish with a lemon wheel."
mw_review_001_018,paradise,Paradise,A gin sour brightened with apricot brandy and orange juice.,"The Paradise is a shaken gin cocktail that pairs apricot brandy with orange juice for a soft fruit profile. Gin keeps botanical structure, apricot adds stone-fruit sweetness, and orange juice rounds acidity without the sharper snap of lemon. Served up, it is lighter and fruitier than a White Lady or Aviation. Harry Craddock included it in the Savoy Cocktail Book.","Shake a Paradise with gin, apricot brandy, and orange juice for a classic Savoy-era cocktail.",Gin,Sour,classic|sour|gin|savoy,gin|apricot|orange|shaken|fruit,,"Paradise served in a chilled coupe, soft orange-gold in color, no garnish required.",Coupe,None,Shake,Easy,5,5,3,1,6,5,Use real apricot brandy or quality apricot liqueur; cheap “apricot brandy” can taste artificial. Fresh orange juice matters.,Harry Craddock’s Savoy Cocktail Book (1930) includes the Paradise among gin drinks built with apricot brandy and orange juice.,"Harry Craddock, The Savoy Cocktail Book (1930)",{},1.5 oz gin|0.75 oz apricot brandy|0.75 oz fresh orange juice,"1. Add gin, apricot brandy, and orange juice to a shaker with ice. 2. Shake until well chilled. 3. Strain into a chilled coupe. 4. Serve without garnish."
mw_review_001_019,stinger,Stinger,A simple stirred duo of Cognac and white crème de menthe served up or over ice.,"The Stinger is a two-ingredient Cognac cocktail seasoned with white crème de menthe. Cognac supplies richness and dried fruit, while mint liqueur cools the finish and lightens the texture. Stirred and served up or on crushed ice depending on house style, it is blunt, aromatic, and unmistakably mid-century. The drink was a staple of American society bars in the early and mid-twentieth century.",Stir a Stinger with Cognac and white crème de menthe for a classic minty brandy cocktail.,Cognac,Spirit-Forward,classic|spirit-forward|brandy|after-dinner,cognac|creme-de-menthe|mint|stirred,,"Stinger served in a chilled coupe, clear and pale, no garnish.",Coupe,None,Stir,Easy,7,5,0,1,8,6,White crème de menthe keeps the drink clear; green crème de menthe makes a different presentation. Keep the mint measure restrained.,The Stinger became a society-bar favorite in the United States in the early twentieth century as a short Cognac-and-mint digestif style drink.,American society-bar cocktail histories; Embury and mid-century manuals,{},2 oz Cognac|0.5 oz white crème de menthe,1. Add Cognac and white crème de menthe to a mixing glass with ice. 2. Stir until well chilled. 3. Strain into a chilled coupe. 4. Serve without garnish.
mw_review_001_020,tuxedo,Tuxedo,"A gin Martini variation with dry vermouth, maraschino, absinthe, and orange bitters.","The Tuxedo elaborates the Martini with maraschino, absinthe, and orange bitters. Gin and dry vermouth remain the frame, while maraschino adds light sweetness and absinthe contributes a brief anise perfume. Stirred and served up, it is more aromatic and slightly richer than a standard dry Martini. Multiple Tuxedo recipes exist; this version follows the common modern equal-parts gin-and-vermouth style with accents.","Stir a Tuxedo with gin, dry vermouth, maraschino, absinthe, and orange bitters for a classic Martini variation.",Gin,Spirit-Forward,classic|spirit-forward|martini-family,gin|vermouth|maraschino|absinthe|stirred,,"Tuxedo served in a chilled coupe, clear and pale, garnished with a cherry or lemon twist.",Coupe,brandied cherry|lemon twist,Stir,Intermediate,7,3,1,3,8,6,Absinthe should be a rinse or scant dash. Choose cherry or lemon twist based on whether you want fruit or citrus oils.,Tuxedo cocktails appear in late nineteenth- and early twentieth-century manuals as Martini-family drinks associated with the Tuxedo Club social set.,"Early American cocktail manuals; David Wondrich, Imbibe!",{},2 oz gin|1 oz dry vermouth|0.25 oz maraschino liqueur|1 dash absinthe|2 dashes orange bitters,"1. Add gin, dry vermouth, maraschino, absinthe, and orange bitters to a mixing glass with ice. 2. Stir until well chilled. 3. Strain into a chilled coupe. 4. Garnish with a brandied cherry or lemon twist."
mw_review_001_021,army-and-navy,Army & Navy,A gin sour flavored with orgeat and lemon for almond richness.,"The Army & Navy is a gin-lemon sour sweetened with orgeat rather than plain syrup. Gin botanicals stay present, lemon keeps the drink bright, and orgeat adds almond body and a soft floral finish. Shaken and served up, it is richer than a Bee’s Knees but still clearly a sour. David Embury helped keep the drink in circulation in the mid-twentieth century.","Shake an Army & Navy with gin, lemon juice, and orgeat for a classic almond gin sour.",Gin,Sour,classic|sour|gin|orgeat,gin|lemon|orgeat|shaken|almond,,"Army & Navy served in a chilled coupe, pale opaque gold in color, garnished with a lemon twist.",Coupe,lemon twist,Shake,Easy,6,5,6,1,7,6,Quality orgeat matters; artificial almond syrup flattens the drink. A dash of orange bitters is optional but traditional in some versions.,"David Embury included the Army & Navy in The Fine Art of Mixing Drinks, helping preserve the orgeat gin sour beyond its earlier service-bar life.","David Embury, The Fine Art of Mixing Drinks",{},2 oz gin|0.75 oz fresh lemon juice|0.75 oz orgeat syrup|2 dashes orange bitters,"1. Add gin, lemon juice, orgeat, and orange bitters to a shaker with ice. 2. Shake until well chilled. 3. Fine-strain into a chilled coupe. 4. Garnish with a lemon twist."
